Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Tapu Durumu,Eşya Durumu,Konum,Fiyat
100,2,11,5,1,2,1,2,3,0,130,8,15,4,0,11,2850000
80,2,1,4,1,2,1,1 ,3,0,90,1,3,4,0,6,2250000
90,2,1,8,1,2,1,1 ,3,0,100,0,7,4,0,6,3250000
90,2,1,4,1,2,1,1,2,0,97,5,4,3,0,11,1280000
50,2,3,4,1,0,1,1,3,0,60,1,5,3,1,6,1750000
145,6,2,8,1,2,0,2,3,0,168,0,5,4,0,6,3650000
55,0,1,4,1,2,1,1 ,3,0,68,8,4,1,0,11,950000
90,2,5,4,1,2,1,1 ,3,0,100,5,5,1,0,9,1270000
70,2,3,4,1,2,1,1 ,3,0,85,8,4,1,1,6,1650000
57,2,1,4,1,2,0,1,3,0,70,8,4,3,1,6,1500000
60,2,1,4,1,2,1,1 ,3,0,70,7,4,1,1,6,1439000
60,0,2,4,2,2,1,1 ,3,0,70,1,4,1,1,6,1379000
60,2,4,4,1,2,1,1 ,3,0,70,8,4,4,1,6,1365000
85,6,1,4,1,2,0,1 ,3,0,90,6,6,1,1,6,1525000
80,2,2,4,1,2,0,1 ,3,0,85,4,3,4,1,6,1300000
100,6,4,4,1,2,1,1 ,3,0,110,8,4,1,1,6,1419000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
70,2,2,4,1,2,0,1 ,3,0,75,0,7,1,1,6,1700000
60,0,3,4,1,2,1,1 ,3,0,65,8,4,1,1,6,1229000
70,2,2,4,1,2,0,1 ,3,0,75,8,4,1,1,6,1369000
65,1,1,4,1,2,1,1 ,3,0,70,8,4,1,1,6,1079000
65,1,1,4,1,2,1,1 ,3,0,70,8,4,1,1,6,1069000
65,0,1,4,1,2,1,1 ,3,0,70,8,4,1,1,6,1057000
75,0,1,4,1,2,0,1 ,3,0,85,8,3,1,1,6,1100000
80,6,1,4,1,2,1,1 ,3,0,90,0,5,1,1,6,1500000
65,1,2,4,1,2,0,1 ,3,0,70,8,4,1,1,6,1090000
65,2,2,4,1,2,1,1 ,3,0,70,8,4,1,1,6,1429000
65,0,3,4,2,2,1,1 ,3,0,75,8,4,4,1,6,1270000
65,0,3,4,2,2,1,1 ,3,0,75,8,4,4,1,6,1270000
60,2,1,4,1,2,1,1 ,3,0,70,8,4,4,1,6,1089000
120,6,3,8,1,2,0,2 ,3,0,145,7,4,1,0,6,2850000
60,0,1,4,2,2,1,1 ,3,0,70,8,4,1,1,6,1089000
50,2,1,4,1,2,0,1 ,3,0,70,4,5,1,1,6,1590000
150,6,1,4,1,2,0,2 ,3,0,180,8,4,1,0,6,3175000
130,6,1,8,1,2,0,1 ,3,0,145,7,3,1,0,6,2269000
100,2,1,4,2,2,0,1 ,3,0,120,0,2,4,0,2,2250000
140,6,1,4,1,2,0,2 ,3,0,180,4,6,1,0,6,3069000
60,2,1,4,2,2,1,1 ,3,0,70,8,4,1,1,6,1599000
90,6,2,4,1,2,0,1 ,3,0,110,8,4,1,0,6,2140000
60,0,3,4,1,2,1,1 ,3,0,65,8,4,4,1,6,1219000
95,2,1,4,1,2,1,1 ,3,0,135,5,5,5,0,9,1375000
65,0,2,4,2,2,1,1 ,3,0,75,8,4,1,1,6,1349000
100,6,1,4,1,2,1,1 ,3,0,110,8,4,1,0,9,1490000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
41,0,1,8,1,2,1,1 ,3,0,50,0,4,1,0,7,990000
70,2,2,4,1,2,1,1 ,3,0,85,8,4,1,0,6,1290000
90,2,2,4,1,2,0,1 ,3,0,100,2,5,4,1,6,2300000
100,6,4,4,1,2,1,1 ,3,0,110,5,4,4,0,4,2399000
70,2,3,4,2,2,1,1 ,3,0,80,8,5,4,1,6,1359000
70,2,2,4,1,2,1,1 ,3,0,75,8,5,4,1,6,1565000
130,6,1,4,1,2,1,1 ,3,0,145,7,3,1,0,6,2269000
130,8,3,8,1,2,0,2 ,3,0,157,0,5,1,0,6,3720000
120,6,3,8,1,2,0,2 ,3,0,145,7,4,1,0,6,2850000
85,2,1,4,1,2,1,1 ,3,0,100,7,5,1,0,6,2250000
90,2,4,4,1,2,1,1 ,3,0,100,3,4,1,0,9,1250000
100,2,4,4,1,2,1,2 ,3,0,120,8,4,1,0,4,3150000
90,2,0,4,1,2,1,1 ,3,0,95,5,5,1,0,9,875000
90,2,0,4,1,2,1,1 ,3,0,100,5,5,4,0,9,875000
107,2,1,4,0,2,1,1,3,0,117,4,3,1,0,9,2250000
120,6,4,4,2,2,0,1 ,3,0,150,5,5,4,0,6,3650000
120,6,4,4,2,2,0,1 ,3,0,150,5,5,4,0,6,3650000
80,6,3,4,0,2,1,1,3,0,85,8,4,3,1,6,1650000
85,2,1,7,0,2,1,2,3,0,92,5,2,5,0,11,2100000
140,9,3,4,1,2,1,1,3,1,146,0,3,1,0,2,2650000
116,2,1,8,1,2,1,2 ,3,0,126,1,4,1,0,6,3515000
200,13,2,4,1,2,1,2 ,3,0,220,8,2,1,0,6,3950000
128,2,3,0,1,2,1,2 ,3,0,138,6,4,1,0,2,2300000
220,10,3,4,1,2,1,3 ,3,0,260,7,3,4,0,9,2590000
105,2,4,4,1,2,1,1 ,3,0,158,1,5,1,0,3,2105000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
135,6,2,4,1,2,1,1,3,0,150,5,5,4,0,0,1150000
100,11,4,4,2,2,1,1 ,3,0,110,6,4,4,1,6,1849000
60,2,3,4,1,2,1,1 ,3,0,70,8,4,1,1,6,1365000
70,2,2,4,1,2,0,1 ,3,0,75,0,4,1,1,6,1450000
70,2,3,4,1,2,1,1 ,3,0,75,8,4,4,1,6,1329000
60,0,2,4,1,2,1,1 ,3,0,65,2,5,1,1,6,1039000
70,2,2,4,1,2,0,1 ,3,0,75,0,6,4,1,6,1650000
65,1,3,4,1,2,1,1 ,3,0,75,8,4,4,1,6,1339000
65,1,2,4,1,2,1,1 ,3,0,70,6,3,4,1,6,799000
65,1,2,4,1,2,1,1 ,3,0,70,6,3,4,1,6,799000
70,2,1,4,1,2,1,1 ,3,0,75,4,4,1,1,6,1269000
50,0,3,4,1,2,1,1 ,3,0,60,8,4,1,1,6,1089000
70,2,2,4,1,2,0,1 ,3,0,85,0,5,4,1,6,1500000
65,2,3,4,1,2,0,1 ,3,0,70,1,5,1,1,6,1449000
55,2,2,4,1,2,1,1 ,3,0,65,8,5,1,1,6,1290000
55,0,1,4,1,2,1,1 ,3,0,60,8,4,1,1,6,1069000
90,2,2,4,1,2,1,1 ,3,0,100,0,4,1,1,6,1539000
75,2,1,4,1,2,1,1 ,3,0,80,8,4,4,0,6,1300000
50,0,3,4,1,2,1,1 ,3,0,55,8,5,1,1,6,1239000
140,10,1,4,1,2,1,1,3,0,150,5,3,4,0,0,1550000
100,6,5,4,1,2,0,1,3,0,125,5,5,1,0,6,2600000
80,2,2,3,1,2,1,1,3,0,85,3,5,1,0,0,2000000
102,6,2,4,1,2,1,2 ,3,0,132,1,5,1,0,6,3250000
110,6,0,4,1,2,1,1 ,3,0,115,5,5,4,0,0,990000
225,13,6,4,1,2,1,3 ,3,0,250,8,6,4,0,0,4850000
70,2,1,4,1,2,1,1 ,1,0,80,5,5,1,0,11,1500000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
110,2,4,4,1,2,0,2 ,3,0,121,4,14,1,0,9,2530000
220,10,4,4,1,2,1,3 ,3,0,240,5,5,4,0,6,3700000
55,2,2,4,2,2,0,1 ,3,0,60,0,5,1,0,6,1650000
35,15,1,5,1,2,1,1 ,3,0,40,8,5,1,1,6,1075000
115,2,10,4,1,2,1,2,3,0,135,7,10,3,0,6,3350000
95,2,2,6,1,2,1,1,2,0,100,8,4,3,0,8,1850000
145,6,10,4,1,2,0,1 ,3,0,150,5,10,1,0,11,2450000
142,6,5,8,1,2,1,2 ,3,0,150,0,5,1,0,11,3050000
170,10,1,4,1,2,1,2 ,3,0,200,2,4,5,0,2,1690000
80,2,1,1,1,2,1,1 ,3,0,85,5,4,4,1,0,1350000
120,6,2,8,1,0,1,2,3,0,162,0,10,1,0,6,3300000
65,2,4,4,1,2,1,1,3,0,75,8,5,3,1,6,1465000
65,2,4,4,1,2,0,1,3,0,75,8,5,3,1,6,1465000
65,2,4,4,1,2,0,1,3,0,75,8,5,3,1,6,1465000
136,6,3,4,1,2,0,2 ,3,0,146,8,3,1,0,12,3050000
140,10,1,8,2,2,1,2 ,3,0,170,0,3,1,0,9,3350000
90,2,4,4,1,2,1,1,3,0,100,2,5,1,0,11,1350000
95,2,1,4,1,2,0,1 ,3,0,130,8,8,4,0,6,3149000
120,2,4,4,1,2,1,1,3,0,130,2,5,1,0,0,2100000
130,6,2,4,1,2,1,1 ,3,0,140,0,3,1,0,12,2500000
145,6,2,4,1,2,0,1,3,0,155,8,5,3,0,4,3000000
100,6,2,4,1,2,1,1,3,0,120,5,4,4,0,0,1135000
95,2,2,7,1,2,1,1,3,0,110,5,2,0,0,0,2300000
85,2,-1,4,2,2,1,1 ,3,0,90,5,5,1,0,0,1100000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
55,0,2,4,1,2,1,1 ,3,0,65,8,5,1,0,9,2050000
135,6,2,4,1,2,0,2 ,3,0,150,2,6,1,0,9,2900000
125,6,4,4,1,2,0,1,3,0,130,5,6,1,0,0,1425000
90,2,1,3,2,2,1,1,3,0,105,5,4,1,0,0,750000
50,2,2,4,1,2,1,1,3,0,60,8,4,3,1,6,1245000
55,2,4,4,2,2,1,1,3,0,65,8,4,3,1,6,1365000
50,2,3,4,1,2,1,1,3,0,60,6,6,3,1,6,1735000
40,0,1,4,1,2,1,1,3,0,55,1,5,3,1,6,1390000
105,2,2,4,1,2,1,1,3,0,120,7,5,3,1,6,2255000
130,6,2,4,1,2,1,1 ,3,0,150,5,4,1,0,9,2250000
90,2,2,4,1,2,1,1 ,3,0,95,5,5,1,0,9,1450000
55,2,4,4,1,2,1,1 ,3,0,65,0,6,1,1,6,1750000
85,2,1,4,1,2,1,1,2,0,90,5,5,3,0,9,875000
90,2,0,4,1,2,1,1,3,0,100,5,5,4,0,9,875000
70,0,-1,4,1,2,0,1,3,0,71,5,5,4,0,9,1090000
115,2,1,4,0,2,1,1 ,3,0,120,8,4,1,0,8,2350000
130,6,2,4,1,2,1,1,3,0,135,7,3,4,0,0,1900000
130,6,7,4,1,2,0,2,2,0,145,7,8,4,0,6,3950000
150,6,1,4,2,2,1,1,3,0,160,8,5,3,0,4,3200000
140,6,5,4,2,2,1,1 ,3,0,160,2,5,3,0,4,2550000
115,2,8,4,0,2,0,2,3,0,135,7,10,4,1,6,2950000
65,2,2,4,1,2,1,1 ,3,0,80,8,5,1,1,6,1425000
50,0,1,4,1,0,1,1 ,3,0,60,1,3,1,1,6,1325000
80,2,3,4,1,2,1,1 ,3,0,100,3,5,1,0,6,1650000
140,6,5,4,1,2,1,1 ,3,0,160,3,5,1,0,6,2150000
55,2,2,4,1,2,1,1 ,3,0,60,0,3,1,0,6,1525000
55,2,1,4,1,0,1,1 ,3,0,70,0,4,1,0,6,1650000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
160,10,3,4,2,2,1,2 ,3,0,185,2,4,1,0,6,3650000
125,6,2,4,1,0,0,2,2,0,164,0,6,4,0,11,2785000
110,6,1,4,1,2,1,1,3,0,120,5,4,4,0,0,1250000
140,6,2,4,0,2,0,2,3,0,167,7,3,3,0,12,3500000
50,0,3,4,1,2,0,1 ,3,0,55,2,5,4,1,6,1289000
130,6,2,4,0,2,1,1,3,0,140,0,3,1,0,12,2500000
135,6,2,4,1,2,1,2 ,3,0,160,5,3,1,0,9,2350000
100,6,2,4,1,2,1,1 ,3,0,120,3,5,1,0,4,4250000
65,2,1,8,1,2,0,1 ,3,0,75,0,4,4,0,6,1480000
50,0,1,4,1,2,0,1 ,3,0,65,8,5,1,1,6,1099000
120,6,1,4,1,0,1,1,3,0,150,0,5,3,0,4,3650000
85,2,0,4,1,2,1,1,1,0,90,5,5,3,0,11,1800000
135,6,1,4,2,2,1,1 ,3,0,142,3,4,1,0,2,1770000
135,6,3,4,1,2,1,1 ,3,0,145,7,3,4,0,2,2250000
129,2,3,4,2,2,1,1 ,3,0,130,0,4,4,0,2,1780000
90,2,1,4,1,0,1,2,3,0,100,0,3,3,0,4,2900000
170,10,4,4,1,2,1,1,3,0,190,7,4,3,0,4,4500000
65,1,1,1,0,2,1,1 ,3,0,584,0,1,1,0,5,1700000
60,2,0,0,2,2,0,1,3,0,75,5,3,2,0,9,750000
180,13,4,4,2,2,1,2 ,3,0,210,1,4,1,0,9,2975000
205,13,3,4,1,2,1,2 ,3,0,230,8,3,1,0,9,3120000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
116,6,1,8,1,2,1,2 ,3,0,165,0,2,4,0,9,2570000
110,2,3,4,1,2,0,1 ,3,0,120,8,5,4,0,6,2750000
86,2,4,4,1,2,1,1,3,0,96,5,6,4,1,0,1750000
170,6,2,4,1,2,0,1,3,0,175,2,5,3,0,4,2450000
80,2,2,1,0,2,0,1,2,0,85,5,5,3,1,0,2850000
135,6,3,4,2,2,1,1 ,3,0,150,3,6,1,0,4,2250000
125,6,1,4,1,2,1,1 ,3,0,135,8,3,1,0,12,1400000
135,6,3,4,1,2,0,2 ,3,0,166,0,6,4,0,9,2850000
140,2,4,8,1,2,1,2 ,3,0,160,0,5,1,0,4,4900000
120,6,10,8,2,2,1,2 ,3,0,145,0,10,4,0,6,2500000
138,6,2,4,1,2,0,2 ,3,0,150,8,5,4,0,6,2050000
125,6,1,4,1,2,1,2 ,3,0,140,1,3,4,0,4,3100000
130,6,3,4,1,2,1,1,2,0,140,5,5,3,0,9,1390000
105,2,2,4,1,2,1,1,3,0,115,5,4,3,0,11,1350000
135,6,3,4,1,2,1,1,3,0,140,5,5,4,0,9,1390000
130,6,3,4,1,2,1,1,2,0,150,5,4,3,0,9,2250000
130,6,3,4,1,2,1,1,2,0,150,5,4,3,0,9,2250000
130,6,1,4,1,2,0,1,3,0,140,5,6,1,0,11,2100000
145,6,3,4,1,2,0,1,3,0,175,5,5,4,0,9,3600000
90,2,5,4,2,2,1,1 ,3,0,105,5,5,4,1,9,1300000
120,6,5,5,1,2,0,2 ,3,0,150,7,6,1,0,6,2700000
149,6,1,2,1,2,1,2 ,3,0,155,6,6,1,0,2,1590000
82,0,9,5,1,2,1,1 ,3,0,90,8,20,1,1,9,2700000
65,2,2,4,1,2,1,1,3,0,70,8,5,3,0,11,1350000
140,6,1,4,1,2,0,2,3,0,156,2,4,4,0,4,3500000
85,2,1,4,1,2,1,2,3,0,90,8,5,4,0,4,1595000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
55,2,1,4,1,2,1,1,3,0,71,5,5,4,0,4,1100000
60,2,4,6,1,2,1,1,3,0,90,5,4,3,1,11,1400000
50,2,3,4,1,2,1,1,3,0,60,8,5,3,1,6,1315000
130,6,4,4,1,2,1,1,3,0,150,3,4,3,0,6,2595000
130,6,2,4,1,2,1,2 ,3,0,145,7,6,1,0,9,3650000
65,2,1,4,1,2,1,1 ,3,0,70,8,5,1,0,6,1300000
110,6,2,4,1,2,1,1 ,3,0,120,5,5,4,0,9,1285000
100,2,4,4,1,2,1,1 ,3,0,110,8,4,1,1,6,1280000
85,2,-2,6,1,2,1,1 ,3,0,86,5,9,1,0,11,985000
90,2,4,0,1,2,1,1 ,3,0,100,5,4,4,0,11,1990000
85,2,3,5,1,2,0,1 ,3,0,100,7,4,1,0,6,2150000
140,6,2,4,1,2,1,1 ,3,0,165,5,4,4,0,9,1965000
135,6,3,2,1,2,1,1,2,0,150,8,3,3,0,1,2500000
110,2,4,8,1,2,1,1 ,3,0,127,0,5,1,0,6,2495000
49,0,2,6,1,2,0,1 ,3,0,58,8,6,1,1,6,1150000
70,2,2,8,1,2,1,1 ,3,0,77,0,6,1,1,6,1675000
76,6,1,4,1,2,0,1 ,3,0,80,4,6,1,1,6,1480000
60,0,3,8,1,2,0,1 ,3,0,67,0,6,1,1,6,1800000
90,2,1,4,2,2,1,1 ,3,0,95,5,4,1,0,9,729000
130,6,1,4,1,0,1,1,3,0,145,0,4,3,0,6,2350000
90,2,2,4,1,2,1,1,2,0,95,5,5,4,0,9,1450000
150,6,0,4,1,2,1,2 ,3,0,165,0,11,4,0,6,3500000
220,10,6,4,1,2,1,2 ,3,0,286,7,6,1,1,9,4300000
50,2,3,4,1,2,0,1 ,3,0,65,7,5,1,1,6,1499000
60,2,3,4,1,2,0,1 ,3,0,70,7,6,1,1,6,1699000
150,6,4,4,1,2,1,1 ,3,0,157,5,5,5,0,12,1650000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
135,6,1,4,1,2,1,2 ,3,0,140,0,4,4,0,12,1950000
90,2,2,4,1,2,1,1 ,3,0,100,5,4,4,0,5,800000
135,6,4,4,2,2,1,2 ,3,0,145,8,4,4,0,2,1700000
50,0,3,4,1,2,0,1 ,3,0,60,8,4,1,1,6,1355000
85,2,0,4,2,2,0,1 ,3,0,95,5,6,4,0,11,1365000
120,6,3,4,1,2,1,1 ,3,0,160,0,6,4,0,11,2600000
130,6,1,4,1,2,0,2 ,3,0,145,8,7,1,0,11,3500000
156,6,2,8,1,2,1,3 ,3,0,232,0,2,4,0,9,3775000
81,2,2,4,2,2,1,1 ,3,0,118,4,3,1,0,6,2350000
100,6,5,4,1,2,0,1 ,3,0,125,5,5,1,0,6,2600000
90,6,1,4,1,2,0,1 ,3,0,110,6,6,4,0,4,2200000
120,2,3,4,1,2,1,1 ,3,0,130,6,4,4,0,4,2595000
118,2,5,8,1,2,1,2 ,3,0,150,0,5,4,0,9,2800000
125,6,3,8,2,2,0,2 ,3,0,138,0,13,1,0,6,4650000
125,6,1,4,1,2,1,2 ,3,0,140,1,3,4,0,4,2750000
180,10,3,4,1,2,1,3 ,3,0,220,8,3,1,0,6,3750000
90,2,2,5,1,2,1,1 ,3,0,115,8,4,1,0,6,1850000
105,2,2,8,1,2,1,2 ,3,0,115,0,3,4,0,6,2600000
135,6,4,4,1,2,0,1,3,0,140,5,4,1,0,9,2400000
100,6,2,4,1,2,1,1,3,0,110,8,3,1,0,7,2100000
85,2,1,4,1,2,0,1,3,0,90,0,5,1,0,7,1750000
105,2,0,6,1,2,1,1 ,3,0,110,2,3,1,0,8,1600000
150,6,3,4,1,2,1,1,3,0,165,2,3,3,0,1,2500000
65,2,4,4,1,2,1,1 ,3,0,75,7,5,1,1,6,1680088
85,2,1,4,1,2,1,1,3,0,90,5,5,4,0,9,1250000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
100,6,1,4,1,2,1,1 ,3,0,120,5,5,4,0,9,1280000
130,2,3,4,1,2,1,1 ,3,0,140,5,4,4,0,9,1950000
85,2,-2,6,1,2,0,1,3,0,86,5,9,3,0,11,985000
90,2,2,8,1,2,0,2 ,3,0,110,0,6,4,0,6,2448000
138,6,14,8,1,2,0,2 ,3,0,169,1,18,1,0,6,4480000
95,2,1,4,1,2,1,1,3,0,110,5,5,3,0,11,1490000
50,2,4,4,1,2,0,1 ,3,0,65,6,5,1,1,6,1679000
55,0,1,4,1,2,0,1 ,3,0,65,4,5,1,1,6,1399000
70,2,2,4,1,2,1,1 ,3,0,85,8,4,1,1,6,1500000
80,2,1,4,1,2,1,1 ,3,0,90,8,3,1,0,1,1650000
80,2,2,4,1,2,1,1 ,3,0,90,1,3,1,0,1,2100000
70,2,1,0,0,2,1,1,3,0,80,5,3,1,0,4,4000000
95,2,5,4,0,2,1,1 ,3,0,100,5,5,1,0,8,1300000
120,6,1,4,0,2,1,1,3,0,130,5,4,1,0,9,3750000
85,2,5,4,1,2,1,1 ,3,0,90,5,5,1,0,9,1750000
90,2,4,0,1,2,1,1,3,0,100,5,4,4,0,11,1990000
115,6,3,4,1,2,1,1 ,3,0,120,5,4,1,0,11,1580000
210,13,2,4,1,2,1,2 ,3,0,230,4,3,1,0,9,2500000
100,2,1,8,1,2,1,2 ,3,0,127,0,4,1,0,6,2740000
75,2,2,4,1,2,0,1 ,3,0,80,3,5,1,1,0,2250000
125,6,4,4,1,2,0,1,3,0,135,5,4,3,0,9,2200000
80,0,1,4,0,2,1,1 ,3,0,85,8,5,1,0,8,1400000
138,6,1,4,1,2,0,1,3,0,150,5,8,4,0,0,2250000
130,6,3,4,1,0,1,1,3,0,143,8,3,4,0,0,1850000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
125,6,4,4,2,2,1,1 ,3,0,130,5,5,1,0,12,1900000
130,6,3,4,1,2,0,2,3,0,150,8,9,3,0,6,2850000
90,2,2,6,1,2,1,1,3,0,95,5,8,5,0,11,1550000
90,2,2,6,1,2,1,1,3,0,95,5,8,5,0,11,1550000
160,13,3,4,1,2,1,3,3,1,165,8,3,3,0,12,3750000
110,6,1,4,1,2,1,1 ,3,0,120,3,5,1,0,4,2250000
125,6,3,4,1,2,1,1 ,3,0,150,3,5,1,0,4,2650000
120,6,3,4,1,2,1,1,3,0,130,5,4,1,0,11,2800000
160,6,1,4,1,2,0,2,2,0,162,3,3,3,0,6,3350000
140,6,1,4,1,2,0,1,2,0,145,8,4,3,0,6,2800000
120,6,3,4,1,2,1,2,3,0,135,7,4,3,0,6,2900000
80,2,2,4,1,2,1,1 ,3,0,85,0,4,4,0,0,3250000
90,2,4,4,1,2,1,1 ,3,0,100,3,4,1,0,6,2000000
55,2,3,4,1,2,1,1 ,3,0,60,7,6,1,1,6,1400000
160,10,4,4,1,2,0,3 ,3,0,202,1,4,1,0,9,3600000
125,8,2,8,1,2,1,1 ,3,0,140,0,2,4,0,11,2100000
120,2,8,4,2,2,0,1 ,3,0,130,5,10,1,0,11,1890000
95,2,1,4,1,2,1,1,3,0,105,5,4,4,0,0,910000
112,7,3,4,1,2,1,1 ,3,0,134,8,4,4,1,9,4000000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
65,2,3,4,1,2,1,1,3,0,75,8,4,3,0,6,1490000
85,2,2,4,1,2,1,1 ,3,0,100,3,5,5,0,11,1490000
140,6,1,4,1,2,0,2 ,3,0,160,2,15,1,0,6,3050000
140,6,1,4,1,2,1,1 ,3,0,150,2,5,4,0,4,3500000
100,2,2,4,1,2,0,1 ,3,0,110,8,6,5,0,11,2490000
50,0,3,3,1,2,0,1,3,0,60,5,4,4,0,0,1500000
105,2,2,4,1,2,1,1,3,0,115,7,3,4,0,9,2180000
90,2,1,8,2,2,1,2 ,3,0,105,0,3,4,0,9,2395000
90,2,1,4,2,2,1,1,2,0,100,5,2,2,1,11,1850000
130,6,2,4,1,2,1,1 ,3,0,180,0,2,1,0,6,2800000
135,6,1,4,1,2,1,2 ,3,0,160,0,5,1,0,6,3850000
90,2,5,4,1,2,1,1 ,3,0,120,1,5,1,0,9,2780000
90,2,5,4,1,2,1,1 ,3,0,129,1,5,1,0,9,2780000
125,6,3,4,1,2,1,1 ,3,0,135,5,5,4,0,0,1350000
130,6,2,8,1,2,1,2,3,0,160,0,4,1,0,6,3450000
200,13,4,8,1,0,1,2,3,0,240,0,4,4,0,6,3750000
140,6,4,4,1,2,0,2,3,0,160,2,13,3,0,9,3525000
120,6,3,4,2,2,1,1 ,3,0,130,5,5,4,0,9,1475000
120,6,2,4,1,2,1,2,3,0,150,5,3,3,0,6,2550000
85,2,0,4,1,2,1,1 ,3,0,90,8,3,1,0,9,1550000
90,2,1,4,1,2,1,1,1,0,95,7,4,1,0,9,1550000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
90,2,4,8,1,2,0,1 ,3,0,110,0,5,1,0,6,2680000
90,2,4,4,1,2,1,1,3,0,96,5,5,4,0,11,1440000
90,2,2,5,1,2,1,1,1,0,115,7,4,3,0,6,2000000
90,6,1,4,1,2,1,1,3,0,110,8,3,4,0,0,1490000
145,6,7,4,1,2,1,1,3,0,155,5,10,3,0,0,1590000
135,8,3,4,1,2,0,1 ,3,0,170,8,4,1,0,9,3800000
240,10,4,4,1,0,1,1,3,0,260,8,4,3,0,9,3950000
85,6,1,4,2,2,1,1 ,3,0,100,0,5,1,0,6,2750000
70,0,13,8,1,2,0,2 ,3,0,85,8,13,5,0,6,3500000
240,13,4,4,1,2,1,4 ,3,0,300,8,4,1,0,6,4200000
55,0,2,4,1,2,1,1 ,3,0,65,8,4,1,0,6,1150000
100,2,4,4,1,2,1,1,3,0,110,5,4,4,0,0,900000
140,6,4,4,1,2,1,1 ,3,0,150,5,4,4,1,0,1280000
130,6,1,8,1,2,1,1,3,0,140,2,5,3,0,6,3499000
120,6,1,4,1,2,0,1,3,0,145,8,5,3,0,6,3350000
105,6,0,4,2,2,1,1 ,3,0,125,0,4,1,0,4,3000000
130,6,3,4,1,2,1,1 ,3,0,140,5,5,1,0,12,2250000
115,2,2,4,1,0,1,2,3,0,120,0,3,3,0,5,2100000
120,6,2,4,1,2,1,1 ,3,0,140,7,4,4,0,9,1950000
200,11,4,4,1,2,1,2 ,3,0,280,3,5,1,0,6,3250000
75,2,1,4,1,2,0,1 ,3,0,85,8,4,1,1,6,1260000
137,6,4,4,1,2,0,2 ,3,0,150,8,5,1,0,6,2525000
125,6,3,3,1,2,1,1 ,3,0,130,5,5,4,0,4,2350000
160,6,3,4,1,2,1,2 ,3,0,185,6,3,4,0,0,2345000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
135,6,2,4,1,2,1,2 ,3,0,155,0,3,4,0,0,4950000
240,13,4,4,1,2,1,2,3,1,300,8,4,3,0,1,3000000
115,6,4,4,1,2,0,2 ,3,0,145,8,5,1,1,11,3600000
100,4,5,0,1,2,1,1 ,3,0,120,5,5,1,0,11,1299000
120,6,5,4,1,2,0,1 ,3,0,130,5,5,4,0,6,2199000
150,10,3,4,1,2,1,2,3,0,160,8,4,1,0,5,1650000
230,13,3,4,1,2,1,2,3,0,245,8,3,1,0,5,2300000
90,4,4,4,1,2,1,1 ,3,0,100,5,4,4,0,11,1175000
60,2,1,4,0,2,1,1,0,0,65,5,4,4,1,0,1000000
133,6,3,4,1,0,0,1,3,0,170,0,5,3,0,0,2850000
150,2,5,1,1,2,0,1,3,0,160,5,5,1,0,0,2850000
120,6,1,6,1,2,0,1,3,0,130,3,5,4,0,6,3000000
82,2,1,1,1,2,1,2,3,0,192,3,2,0,0,0,4000000
128,6,6,6,1,2,0,1,3,0,148,2,6,1,1,11,3570000
126,13,3,4,1,2,1,2 ,3,0,172,0,3,4,0,12,2350000
83,2,-1,8,1,0,1,1,3,0,90,1,3,4,0,4,1140000
70,2,1,4,1,2,1,1,3,0,80,5,5,4,0,4,1525000
85,2,1,4,1,2,1,1 ,3,0,100,8,3,1,0,9,1650000
65,2,1,4,1,2,0,1 ,3,0,100,0,5,4,1,6,2450000
70,2,4,8,1,2,0,1 ,3,0,105,0,5,1,1,6,2125000
70,2,6,4,1,2,0,1 ,3,0,75,4,6,1,1,6,1720000
95,2,1,7,1,2,1,1 ,3,0,104,5,4,4,0,2,1200000
111,6,4,8,2,2,0,2 ,3,0,130,0,9,4,0,6,2425000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
90,2,5,4,2,2,1,1,3,0,100,5,5,3,0,4,1550000
85,2,2,4,1,2,1,1,3,0,95,8,4,3,0,9,1750000
108,2,4,8,2,2,0,1 ,3,0,129,0,6,4,0,6,2650000
