,Fiyat,Yaş,Bina Kat,Net Metrekare,Oda Sayısı,Kaçıncı Kat,7_Dubleks,7_Konut,7_Müstakil,7_Villa,11_Doğalgaz Sobalı,11_Kat Kaloriferi,11_Klimalı,11_Kombi Doğalgaz,11_Kombi Fueloil,11_Merkezi,11_Sobalı,11_Yerden Isıtma
327,695000,25,6,125,4,6,0,1,0,0,0,0,0,1,0,0,0,0
328,3000000,8,6,130,4,3,0,1,0,0,0,0,0,1,0,0,0,0
329,720000,8,4,50,3,1,0,1,0,0,0,0,0,1,0,0,0,0
330,1580000,8,5,110,3,1,0,1,0,0,0,0,0,1,0,0,0,0
331,3100000,8,22,155,5,8,0,1,0,0,0,0,0,0,0,1,0,0
332,660000,25,5,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
333,1950000,25,5,125,4,2,0,1,0,0,0,0,0,1,0,0,0,0
334,1555000,3,15,59,2,3,0,1,0,0,0,0,0,1,0,0,0,0
335,660000,25,5,115,4,5,0,1,0,0,0,0,0,1,0,0,0,0
336,3500000,8,4,250,6,4,0,1,0,0,0,0,0,1,0,0,0,0
337,2100000,0,6,108,4,2,0,1,0,0,0,0,0,1,0,0,0,0
338,545000,25,1,100,4,1,0,0,1,0,0,0,0,1,0,0,0,0
339,1300000,8,4,145,4,3,0,1,0,0,0,0,0,1,0,0,0,0
340,590000,25,4,110,4,1,0,1,0,0,0,0,0,1,0,0,0,0
341,1509000,0,5,56,3,3,0,1,0,0,0,0,0,0,0,0,0,1
342,1509000,0,5,56,3,3,0,1,0,0,0,0,0,0,0,0,0,1
343,2350000,25,3,270,10,1,0,1,0,0,0,0,0,1,0,0,0,0
344,1580000,2,4,90,3,1,0,1,0,0,0,0,0,1,0,0,0,0
345,2150000,0,3,240,7,3,0,1,0,0,0,0,0,1,0,0,0,0
346,1350000,8,7,120,4,5,0,1,0,0,0,0,0,1,0,0,0,0
347,1377000,2,4,200,5,4,0,1,0,0,0,0,0,1,0,0,0,0
348,1280000,13,3,118,4,3,0,1,0,0,0,0,0,1,0,0,0,0
349,1700000,2,4,95,3,3,0,1,0,0,0,0,0,1,0,0,0,0
350,1200000,0,3,140,4,2,0,1,0,0,0,0,0,1,0,0,0,0
351,1500000,8,1,152,4,1,0,0,1,0,0,0,0,0,0,0,1,0
352,450000,25,5,115,4,5,0,1,0,0,0,0,0,1,0,0,0,0
353,1430000,13,12,120,4,7,0,1,0,0,0,0,0,1,0,0,0,0
354,1195000,4,3,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
355,5200000,8,2,180,4,2,0,1,0,0,0,0,0,1,0,0,0,0
356,1300000,8,5,130,4,2,0,1,0,0,0,0,0,1,0,0,0,0
357,1325000,0,3,110,3,3,1,0,0,0,0,0,0,1,0,0,0,0
358,675000,25,4,70,3,2,0,1,0,0,0,0,0,1,0,0,0,0
359,1650000,0,9,105,3,3,0,1,0,0,0,0,0,1,0,0,0,0
360,1750000,8,3,200,5,2,0,1,0,0,0,0,0,1,0,0,0,0
361,750000,25,4,90,3,2,0,1,0,0,1,0,0,0,0,0,0,0
362,2765000,2,10,140,4,6,0,1,0,0,0,0,0,0,0,1,0,0
363,2550000,4,5,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
364,1025000,0,5,60,3,3,0,1,0,0,0,0,0,0,0,0,0,1
365,1870000,18,24,160,4,1,0,1,0,0,0,0,0,0,0,1,0,0
366,1800000,13,6,128,4,3,0,1,0,0,0,0,0,1,0,0,0,0
367,3750000,0,6,130,4,6,0,1,0,0,0,0,0,0,0,0,0,1
368,840000,18,4,60,3,1,0,1,0,0,0,0,0,1,0,0,0,0
369,860000,25,4,60,3,4,0,1,0,0,0,0,0,1,0,0,0,0
370,890000,13,4,125,4,4,0,1,0,0,0,0,0,1,0,0,0,0
371,1165000,8,4,90,3,1,0,1,0,0,0,0,0,1,0,0,0,0
372,1760000,3,15,61,2,12,0,1,0,0,0,0,0,1,0,0,0,0
373,1450000,0,4,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
374,875000,13,1,90,3,1,0,1,0,0,0,0,0,0,0,0,1,0
375,860000,25,4,300,7,4,0,1,0,0,0,0,0,1,0,0,0,0
376,950000,18,3,70,3,1,0,1,0,0,0,0,0,0,0,0,1,0
377,3279000,18,3,110,3,2,0,1,0,0,0,0,0,1,0,0,0,0
378,1500004,8,5,95,3,2,0,1,0,0,0,0,0,1,0,0,0,0
379,695000,8,4,50,2,3,0,1,0,0,0,0,0,0,0,0,0,0
380,3250000,0,6,120,4,1,0,1,0,0,0,0,0,0,0,0,0,1
381,1650000,0,2,150,4,2,0,1,0,0,0,0,0,1,0,0,0,0
382,1300000,0,3,110,3,3,0,1,0,0,0,0,0,1,0,0,0,0
383,1250000,0,5,170,4,5,0,1,0,0,0,0,0,1,0,0,0,0
384,299000,8,3,65,3,2,0,1,0,0,0,0,0,0,0,1,0,0
385,3145000,18,3,200,5,1,0,1,0,0,0,0,0,1,0,0,0,0
386,1850000,0,5,107,3,1,0,1,0,0,0,0,0,0,0,0,0,1
387,2350000,0,5,129,4,1,0,1,0,0,0,0,0,0,0,0,0,1
388,1850000,0,4,300,7,4,0,1,0,0,0,0,0,1,0,0,0,0
389,1075000,0,3,90,3,1,0,1,0,0,0,0,0,1,0,0,0,0
390,665000,18,4,96,3,4,0,1,0,0,0,0,0,1,0,0,0,0
391,1527000,3,4,195,4,4,0,1,0,0,0,0,0,1,0,0,0,0
392,2500000,8,3,200,6,2,0,1,0,0,0,0,0,1,0,0,0,0
393,630000,25,5,90,3,5,0,1,0,0,1,0,0,0,0,0,0,0
394,535000,25,4,75,3,4,0,1,0,0,0,0,0,0,0,0,0,0
395,2950000,8,2,250,6,2,0,1,0,0,0,0,0,1,0,0,0,0
396,820000,0,4,79,3,2,0,1,0,0,0,0,0,1,0,0,0,0
397,2400000,3,3,180,6,3,0,1,0,0,0,0,0,1,0,0,0,0
398,1850000,25,6,115,4,2,0,1,0,0,0,0,0,0,0,1,0,0
399,1550000,25,6,75,3,4,0,1,0,0,0,0,0,0,0,1,0,0
400,2300000,8,22,179,5,11,0,1,0,0,0,0,0,0,0,1,0,0
401,615000,25,5,80,3,2,0,1,0,0,1,0,0,0,0,0,0,0
402,1580000,18,5,140,4,5,0,1,0,0,0,0,0,1,0,0,0,0
403,455000,8,3,55,2,3,0,1,0,0,0,0,0,1,0,0,0,0
404,2250000,8,2,240,5,2,0,1,0,0,0,0,0,1,0,0,0,0
405,1299000,0,6,47,3,4,0,1,0,0,0,0,0,0,0,0,0,1
406,2270000,8,3,130,4,1,0,1,0,0,0,0,0,1,0,0,0,0
407,1790000,4,3,230,7,3,0,1,0,0,0,0,0,1,0,0,0,0
408,1950000,4,10,100,3,6,0,1,0,0,0,0,0,1,0,0,0,0
409,2000000,0,5,200,6,5,0,1,0,0,0,0,0,1,0,0,0,0
410,6000000,13,3,170,4,1,0,1,0,0,0,0,0,1,0,0,0,0
411,1250000,0,6,45,3,3,0,1,0,0,0,0,0,0,0,0,0,1
412,1399000,0,5,75,3,5,0,1,0,0,0,0,0,0,0,0,0,1
413,825000,3,4,40,2,1,0,1,0,0,0,0,0,1,0,0,0,0
414,570000,25,3,110,3,3,0,1,0,0,0,0,0,1,0,0,0,0
415,450000,18,5,86,3,1,0,1,0,0,0,0,0,0,0,0,1,0
416,1750000,25,3,180,6,3,0,1,0,0,0,0,0,0,0,0,1,0
417,1850000,0,6,107,3,1,0,1,0,0,0,0,0,0,0,0,0,1
418,3200000,0,6,250,6,6,0,1,0,0,0,0,0,1,0,0,0,0
419,2300000,8,4,265,6,4,0,1,0,0,0,0,0,1,0,0,0,0
420,520000,18,5,70,2,1,0,1,0,0,0,0,0,0,0,0,0,0
421,825000,18,5,90,3,1,0,1,0,0,1,0,0,0,0,0,0,0
422,1750000,18,3,100,9,1,0,1,0,0,0,1,0,0,0,0,0,0
423,610000,25,5,105,4,2,0,1,0,0,0,0,0,1,0,0,0,0
424,1300000,25,5,140,4,4,0,1,0,0,0,0,0,0,0,1,0,0
425,2550000,8,5,120,4,4,0,1,0,0,1,0,0,0,0,0,0,0
426,898000,18,5,69,3,5,0,1,0,0,0,0,0,0,0,0,0,0
427,1700000,8,4,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
428,950000,8,6,110,4,1,0,1,0,0,0,0,0,1,0,0,0,0
429,3150000,13,4,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
430,2000000,8,4,125,4,2,0,1,0,0,0,0,0,1,0,0,0,0
431,3150000,0,5,166,5,1,0,1,0,0,0,0,0,0,0,0,0,1
432,1499000,25,6,130,4,1,0,1,0,0,0,0,0,0,0,1,0,0
433,870000,18,4,130,4,2,0,1,0,0,0,0,0,1,0,0,0,0
434,650000,25,8,60,2,1,0,1,0,0,0,0,0,0,0,0,1,0
435,1129000,0,5,45,2,1,0,1,0,0,0,0,0,1,0,0,0,0
436,969000,13,4,65,3,1,0,1,0,0,0,0,0,1,0,0,0,0
437,749000,13,4,35,2,2,0,1,0,0,0,0,1,0,0,0,0,0
438,1300000,1,4,125,3,1,0,1,0,0,0,0,0,1,0,0,0,0
439,1100000,1,5,95,3,1,0,1,0,0,0,0,0,1,0,0,0,0
440,1550000,4,3,125,4,1,0,1,0,0,0,0,0,1,0,0,0,0
441,3250000,0,8,115,4,3,0,1,0,0,0,0,0,0,0,0,0,1
442,710000,13,3,80,3,1,0,1,0,0,0,0,0,1,0,0,0,0
443,2400000,13,3,110,3,1,0,1,0,0,0,0,0,1,0,0,0,0
444,825000,25,1,154,5,1,0,0,1,0,0,0,0,1,0,0,0,0
445,1500000,25,4,110,4,1,0,1,0,0,0,0,0,1,0,0,0,0
446,769000,8,4,65,2,2,0,1,0,0,0,0,0,1,0,0,0,0
447,790000,4,3,60,2,1,0,1,0,0,0,0,0,1,0,0,0,0
448,820000,8,5,60,2,4,0,1,0,0,0,0,0,1,0,0,0,0
449,1550000,18,5,110,3,1,0,1,0,0,0,0,0,1,0,0,0,0
450,3250000,2,5,140,4,4,0,1,0,0,0,0,0,0,0,0,0,1
451,1795000,8,4,70,3,1,0,1,0,0,0,0,0,1,0,0,0,0
452,2350000,0,3,135,4,1,0,1,0,0,0,0,0,1,0,0,0,0
453,850000,4,3,60,2,2,0,1,0,0,0,0,0,1,0,0,0,0
454,2400000,13,3,200,4,3,0,1,0,0,0,0,0,1,0,0,0,0
455,3000000,1,7,240,6,7,0,1,0,0,0,0,0,1,0,0,0,0
456,4200000,18,3,300,8,3,0,1,0,0,0,0,0,1,0,0,0,0
457,2550000,4,5,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
458,1390000,0,3,110,4,3,0,1,0,0,0,0,0,1,0,0,0,0
459,2400000,13,3,200,4,3,0,1,0,0,0,0,0,1,0,0,0,0
460,1700000,8,4,125,4,1,0,1,0,0,0,0,0,1,0,0,0,0
461,2800000,8,4,220,6,4,0,1,0,0,0,0,0,1,0,0,0,0
462,2000000,8,4,125,4,2,0,1,0,0,0,0,0,1,0,0,0,0
463,1750000,8,2,180,5,2,0,1,0,0,0,0,0,1,0,0,0,0
464,1625000,3,4,90,3,4,1,0,0,0,0,0,0,1,0,0,0,0
465,2100000,18,3,140,3,2,0,1,0,0,0,0,0,1,0,0,0,0
466,2150000,8,3,190,6,3,0,1,0,0,0,0,0,1,0,0,0,0
467,2600000,3,6,260,8,6,1,0,0,0,0,0,0,1,0,0,0,0
468,1850000,3,3,125,4,1,0,1,0,0,0,0,0,1,0,0,0,0
469,835000,0,3,90,3,2,0,1,0,0,0,0,0,1,0,0,0,0
470,700000,25,5,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0
471,1200000,8,4,90,3,2,0,1,0,0,0,0,0,1,0,0,0,0
472,975000,8,4,65,3,1,0,1,0,0,0,0,0,1,0,0,0,0
473,890000,8,4,60,3,2,0,1,0,0,0,0,0,1,0,0,0,0
474,890000,4,6,65,3,2,0,1,0,0,0,0,0,1,0,0,0,0
475,2600000,1,5,158,4,5,0,1,0,0,0,0,0,0,0,0,0,1
476,1350000,8,3,140,4,-1,0,1,0,0,0,0,0,1,0,0,0,0
477,2280000,8,5,190,5,5,0,1,0,0,0,0,0,1,0,0,0,0
478,1150000,8,4,100,4,1,0,1,0,0,0,0,0,1,0,0,0,0
479,2980000,13,6,140,4,5,0,1,0,0,0,0,0,1,0,0,0,0
480,1525000,0,6,130,4,5,0,1,0,0,0,0,0,1,0,0,0,0
481,2850000,25,4,249,3,1,0,1,0,0,0,0,0,1,0,0,0,0
482,1330000,8,4,90,3,4,0,1,0,0,0,0,0,1,0,0,0,0
483,1025000,0,4,60,3,3,0,1,0,0,0,0,0,0,0,0,0,1
484,1000000,0,4,60,2,1,0,1,0,0,0,0,0,0,0,0,0,1
485,1130000,8,4,90,3,2,0,1,0,0,0,0,0,1,0,0,0,0
486,2850000,25,4,249,3,1,0,1,0,0,0,0,0,1,0,0,0,0
487,1540000,8,5,95,3,2,0,1,0,0,0,0,0,1,0,0,0,0
488,885000,0,4,110,3,2,0,1,0,0,0,0,0,1,0,0,0,0
489,7550000,4,6,280,4,4,0,1,0,0,0,0,0,1,0,0,0,0
490,695000,8,4,50,2,3,0,1,0,0,0,0,0,0,0,0,0,0
491,1330000,8,4,90,3,4,0,1,0,0,0,0,0,1,0,0,0,0
492,760000,13,5,50,2,1,0,1,0,0,0,0,0,0,0,1,0,0
493,3650000,4,5,220,7,4,0,1,0,0,0,0,0,1,0,0,0,0
494,2150000,13,9,120,4,1,0,1,0,0,0,0,0,1,0,0,0,0
495,2450000,0,6,130,4,2,0,1,0,0,0,0,0,0,0,0,0,1
496,1230000,0,5,45,3,4,0,1,0,0,0,0,0,1,0,0,0,0
497,2500000,0,5,129,4,5,0,1,0,0,0,0,0,1,0,0,0,0
498,2000000,0,5,107,3,3,0,1,0,0,0,0,0,1,0,0,0,0
499,1275000,0,3,120,4,2,0,1,0,0,0,0,0,1,0,0,0,0
500,1950000,4,3,190,6,3,0,1,0,0,0,0,0,1,0,0,0,0
501,870000,25,4,167,4,1,0,1,0,0,0,0,0,1,0,0,0,0
502,1850000,0,6,145,4,1,0,1,0,0,0,0,0,1,0,0,0,0
503,1275000,4,3,85,3,2,0,1,0,0,0,0,0,1,0,0,0,0
504,1885000,4,3,130,5,2,0,1,0,0,0,0,0,1,0,0,0,0
505,875000,8,4,65,3,4,0,1,0,0,0,0,0,1,0,0,0,0
506,2250000,8,4,160,6,4,0,1,0,0,0,0,0,1,0,0,0,0
507,570000,25,5,95,3,1,0,1,0,0,0,0,0,1,0,0,0,0
508,929000,8,4,77,3,4,0,1,0,0,0,0,0,1,0,0,0,0
509,1199000,1,4,90,4,4,0,1,0,0,0,0,0,1,0,0,0,0
510,1750000,0,5,107,3,1,0,1,0,0,0,0,0,1,0,0,0,0
511,5770000,0,9,197,5,2,0,1,0,0,0,0,0,0,0,0,0,1
512,1820000,25,5,135,4,2,0,1,0,0,0,0,1,0,0,0,0,0
513,429000,25,5,50,2,1,0,1,0,0,0,0,0,1,0,0,0,0
514,489000,25,4,80,2,1,0,1,0,0,0,0,0,1,0,0,0,0
515,879000,0,1,75,2,1,0,1,0,0,0,0,0,1,0,0,0,0
516,1350000,2,8,55,3,5,0,1,0,0,0,0,0,1,0,0,0,0
517,928000,4,4,75,3,3,0,1,0,0,0,0,0,1,0,0,0,0
518,2500000,0,5,140,4,3,0,1,0,0,0,0,0,0,0,0,0,1
519,2400000,0,6,148,4,2,0,1,0,0,0,0,0,0,0,0,0,1
520,6225000,0,3,240,5,1,0,1,0,0,0,0,0,0,0,0,0,1
521,1535000,0,4,75,3,2,0,1,0,0,0,0,0,1,0,0,0,0
522,1235000,8,3,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0
523,1350000,25,5,135,4,5,0,1,0,0,0,0,0,1,0,0,0,0
524,5000000,8,20,240,5,14,0,1,0,0,0,0,0,0,0,0,0,1
525,1100000,25,5,100,4,1,0,1,0,0,0,0,0,0,0,1,0,0
526,5500000,0,1,220,5,1,0,0,1,0,0,1,0,0,0,0,0,0
527,3350000,3,5,150,4,5,0,1,0,0,0,0,0,1,0,0,0,0
528,625000,25,2,900,5,2,0,0,1,0,0,0,0,0,0,0,1,0
529,2900000,8,5,200,6,5,0,1,0,0,0,0,0,1,0,0,0,0
530,825000,8,3,80,3,1,0,1,0,0,0,0,0,1,0,0,0,0
531,4350000,8,6,300,6,6,0,1,0,0,0,0,0,1,0,0,0,0
532,2615000,0,6,135,4,2,0,1,0,0,0,0,0,0,0,1,0,0
533,1500000,25,4,85,3,2,0,1,0,0,0,0,0,1,0,0,0,0
534,1470000,8,5,80,3,4,0,1,0,0,0,0,0,1,0,0,0,0
535,580000,25,1,120,4,1,0,1,0,0,0,0,0,1,0,0,0,0
536,1350000,8,3,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
537,1695000,13,5,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
538,500000,13,4,110,3,2,0,1,0,0,0,0,0,1,0,0,0,0
539,1500000,25,4,85,3,2,0,1,0,0,0,0,0,1,0,0,0,0
540,1470000,8,5,80,3,4,0,1,0,0,0,0,0,1,0,0,0,0
541,1360000,0,6,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
542,885000,8,4,70,2,2,0,1,0,0,0,0,0,1,0,0,0,0
543,1355000,2,3,98,4,1,0,1,0,0,0,0,0,1,0,0,0,0
544,989000,25,4,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
545,1179000,0,5,55,3,2,0,1,0,0,0,0,0,0,0,0,0,1
546,545000,25,4,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
547,910000,13,4,90,3,2,0,1,0,0,0,0,0,0,0,1,0,0
548,680000,0,3,105,3,-1,0,1,0,0,0,0,0,1,0,0,0,0
549,2900000,0,6,130,4,2,0,1,0,0,0,0,0,0,0,0,0,1
550,1425000,0,2,140,4,1,0,1,0,0,0,0,0,1,0,0,0,0
551,2379000,13,4,168,4,2,0,1,0,0,0,0,0,1,0,0,0,0
552,2210000,0,6,120,3,1,0,1,0,0,0,0,0,0,0,0,0,1
553,575000,8,2,75,4,1,0,1,0,0,0,0,0,0,0,0,1,0
554,2425000,1,4,107,3,1,0,1,0,0,0,0,0,0,0,0,0,1
555,4250000,0,4,130,4,1,0,1,0,0,0,0,0,0,0,0,0,1
556,1200000,25,5,95,3,5,0,1,0,0,0,0,0,1,0,0,0,0
557,3449000,4,6,110,3,4,0,1,0,0,0,0,0,1,0,0,0,0
558,3249000,4,6,110,3,2,0,1,0,0,0,0,0,1,0,0,0,0
559,2300000,25,2,200,5,1,0,1,0,0,0,0,0,1,0,0,0,0
560,1350000,1,7,75,3,7,0,1,0,0,0,0,0,0,0,0,0,1
561,1139000,25,5,120,4,1,0,1,0,0,0,0,0,1,0,0,0,0
562,1850000,18,3,100,4,3,0,1,0,0,0,0,0,0,0,0,1,0
563,1950000,0,3,195,5,3,0,1,0,0,0,0,0,0,0,0,0,1
564,1760000,0,8,75,3,3,0,1,0,0,0,0,0,0,0,0,0,1
565,1150000,18,5,98,3,1,0,1,0,0,0,0,0,1,0,0,0,0
566,2500000,8,5,135,4,4,0,1,0,0,0,0,0,1,0,0,0,0
567,460000,25,6,85,3,-1,0,1,0,0,0,0,0,0,0,1,0,0
568,1700000,0,4,145,4,-2,0,1,0,0,0,0,0,0,0,0,0,1
569,600000,25,4,120,3,-2,0,1,0,0,0,0,0,0,0,0,1,0
570,2492050,0,8,115,4,1,0,1,0,0,0,0,0,1,0,0,0,0
571,1000000,25,3,75,3,2,0,1,0,0,0,0,0,1,0,0,0,0
572,1150000,25,2,110,4,2,0,0,1,0,1,0,0,0,0,0,0,0
573,5499999,0,5,270,6,5,0,1,0,0,0,0,0,0,0,0,0,1
574,1420000,8,5,115,4,3,0,1,0,0,0,0,0,1,0,0,0,0
575,1750000,8,5,135,4,3,0,1,0,0,0,0,0,1,0,0,0,0
576,2540000,4,5,135,4,2,0,1,0,0,0,0,0,1,0,0,0,0
577,1835000,0,6,120,4,1,0,1,0,0,0,0,0,0,0,1,0,0
578,1530000,0,7,125,4,3,0,1,0,0,0,0,0,0,0,0,0,1
579,1730000,8,8,111,4,4,0,1,0,0,0,0,0,1,0,0,0,0
580,1300000,0,6,45,3,5,0,1,0,0,0,0,0,1,0,0,0,0
581,1030000,8,4,85,3,2,0,1,0,0,0,0,0,1,0,0,0,0
582,1275000,13,5,100,3,1,0,1,0,0,1,0,0,0,0,0,0,0
583,1350000,18,5,140,4,2,0,1,0,0,1,0,0,0,0,0,0,0
584,5500000,0,3,140,5,3,0,0,0,1,0,0,1,0,0,0,0,0
585,2250000,0,5,135,3,5,1,0,0,0,0,0,0,1,0,0,0,0
586,2350000,0,5,155,4,5,0,1,0,0,0,0,0,1,0,0,0,0
587,1900000,18,5,120,4,5,0,1,0,0,0,0,0,1,0,0,0,0
588,1950000,18,3,170,5,3,0,1,0,0,0,0,0,1,0,0,0,0
589,690000,25,4,110,3,1,0,1,0,0,1,0,0,0,0,0,0,0
590,2600000,8,20,145,4,4,0,1,0,0,0,0,0,0,0,0,0,1
591,1625000,8,6,120,3,4,0,1,0,0,0,0,0,1,0,0,0,0
592,1675000,2,8,105,3,5,0,1,0,0,0,0,0,0,0,0,0,1
593,1350000,8,22,90,3,1,0,1,0,0,0,0,0,0,0,1,0,0
594,6200000,13,3,275,5,1,0,1,0,0,0,0,0,1,0,0,0,0
595,3250000,2,5,120,4,2,0,1,0,0,0,0,0,0,0,0,0,1
596,950000,8,4,100,3,2,0,1,0,0,0,0,0,1,0,0,0,0
597,1049000,8,3,95,4,3,0,1,0,0,0,0,0,1,0,0,0,0
598,8650000,1,6,195,5,2,0,1,0,0,0,0,0,0,0,0,0,1
599,1350000,8,10,65,2,4,0,1,0,0,0,0,0,0,0,1,0,0
600,1400000,8,3,140,4,3,0,1,0,0,0,0,0,1,0,0,0,0
601,1150000,3,4,125,3,4,0,1,0,0,0,0,0,1,0,0,0,0
602,2840000,18,10,130,4,6,0,1,0,0,0,0,0,1,0,0,0,0
603,1790000,0,14,105,4,11,0,1,0,0,0,0,0,1,0,0,0,0
604,2000000,18,10,165,4,7,0,1,0,0,0,0,0,1,0,0,0,0
605,3600000,18,4,290,9,4,0,0,1,0,0,0,0,1,0,0,0,0
606,1150000,0,3,59,3,3,0,1,0,0,0,0,0,1,0,0,0,0
607,1785000,18,8,115,4,3,0,1,0,0,0,0,0,1,0,0,0,0
608,790000,0,3,85,3,1,0,1,0,0,0,0,0,1,0,0,0,0
609,3150000,3,5,250,6,5,0,1,0,0,0,0,0,1,0,0,0,0
610,1800000,4,3,170,5,3,0,1,0,0,0,0,0,1,0,0,0,0
611,2500000,4,3,200,6,3,0,1,0,0,0,0,0,1,0,0,0,0
612,2300000,4,3,330,5,3,0,1,0,0,0,0,0,1,0,0,0,0
613,1485000,0,3,117,4,2,0,1,0,0,0,0,0,1,0,0,0,0
614,1550000,0,3,115,3,2,0,1,0,0,0,0,0,1,0,0,0,0
615,1450000,1,3,115,3,1,0,1,0,0,0,0,0,1,0,0,0,0
616,2650000,18,5,230,6,5,1,0,0,0,0,0,0,1,0,0,0,0
617,1400000,25,5,90,3,3,0,1,0,0,0,0,0,1,0,0,0,0
618,1400000,0,3,98,3,3,0,1,0,0,0,0,0,1,0,0,0,0
619,5499999,0,5,270,6,5,0,1,0,0,0,0,0,0,0,0,0,1
620,760000,25,4,65,2,2,0,1,0,0,0,0,0,0,0,0,0,0
621,1550000,0,3,115,4,3,0,1,0,0,0,0,0,1,0,0,0,0
622,1450000,0,3,115,4,3,0,1,0,0,0,0,0,1,0,0,0,0
623,2650000,18,5,200,5,5,0,1,0,0,0,0,0,1,0,0,0,0
624,1825000,0,3,200,6,3,0,1,0,0,0,0,0,1,0,0,0,0
625,800000,1,4,31,2,1,0,1,0,0,0,0,0,0,0,0,0,1
626,1150000,4,5,60,3,5,0,1,0,0,0,0,0,1,0,0,0,0
627,1149000,1,5,40,3,3,0,1,0,0,0,0,0,1,0,0,0,0
628,829000,1,6,40,2,5,0,1,0,0,0,0,0,0,0,0,0,1
629,5150000,2,5,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
630,1549000,3,3,118,4,1,0,1,0,0,0,0,0,1,0,0,0,0
631,5750000,1,2,142,5,2,0,0,1,0,0,0,0,1,0,0,0,0
632,640000,25,4,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
633,600000,25,5,92,3,3,0,1,0,0,0,0,0,1,0,0,0,0
634,960000,8,4,65,3,4,0,1,0,0,0,0,0,1,0,0,0,0
635,1675000,13,9,120,4,6,0,1,0,0,0,0,0,1,0,0,0,0
636,1690000,8,5,120,4,4,0,1,0,0,0,0,0,1,0,0,0,0
637,700000,25,5,100,3,1,0,1,0,0,0,0,0,1,0,0,0,0
638,2900000,13,4,135,4,3,0,1,0,0,0,0,0,1,0,0,0,0
639,2300000,0,6,142,4,3,0,1,0,0,0,0,0,1,0,0,0,0
640,2450000,13,3,130,4,2,0,1,0,0,0,0,0,1,0,0,0,0
641,885000,25,5,110,3,3,0,1,0,0,0,0,0,1,0,0,0,0
642,1600000,8,3,120,4,3,0,1,0,0,0,0,0,1,0,0,0,0
643,3150000,0,1,75,3,1,0,1,0,0,0,0,0,0,0,0,1,0
644,1350000,8,3,110,3,2,0,1,0,0,0,0,0,1,0,0,0,0
645,2300000,13,6,250,6,5,0,1,0,0,0,0,0,1,0,0,0,0
646,650000,25,4,120,5,1,0,1,0,0,0,0,0,1,0,0,0,0
647,1870000,4,12,125,4,3,0,1,0,0,0,0,0,1,0,0,0,0
648,1250000,25,4,270,5,4,0,0,1,0,0,0,0,1,0,0,0,0
649,1100000,13,5,110,3,1,0,1,0,0,0,0,0,1,0,0,0,0
650,5250000,3,21,90,3,17,0,1,0,0,0,0,0,0,0,1,0,0
651,1300000,0,3,110,4,1,0,1,0,0,0,0,0,0,0,0,0,1
652,250000,25,1,88,3,1,0,1,0,0,0,0,0,0,0,0,0,0
653,3275000,8,6,185,5,6,0,1,0,0,0,0,0,0,0,1,0,0
654,1950000,8,11,92,3,7,0,1,0,0,0,0,0,0,0,1,0,0
655,4250000,8,13,160,4,13,0,1,0,0,0,0,0,0,0,0,0,1
656,3100000,4,7,119,4,1,0,1,0,0,0,0,0,1,0,0,0,0
657,5580000,4,7,200,5,7,0,1,0,0,0,0,0,0,0,1,0,0
658,1960000,8,5,140,4,3,0,1,0,0,0,0,0,1,0,0,0,0
659,4200000,4,6,140,4,3,0,1,0,0,0,0,0,0,0,1,0,0
660,1720000,0,6,95,3,2,0,1,0,0,0,0,0,1,0,0,0,0
661,760000,25,5,110,4,3,0,1,0,0,0,0,0,0,0,0,1,0
662,2200000,25,3,100,9,3,0,0,1,0,0,0,0,1,0,0,0,0
663,1265000,8,4,100,3,4,0,1,0,0,0,0,0,1,0,0,0,0
664,2290000,8,6,140,4,4,0,1,0,0,0,0,0,1,0,0,0,0
665,2380000,13,4,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
666,2340000,0,7,117,4,4,0,1,0,0,0,0,0,0,0,0,0,1
667,2350000,3,5,125,4,2,0,1,0,0,0,0,0,0,0,0,0,1
668,2600000,0,6,145,4,4,0,1,0,0,0,0,0,1,0,0,0,0
669,1900000,25,5,150,4,3,0,1,0,0,0,0,0,1,0,0,0,0
670,3950000,8,7,140,5,4,0,1,0,0,0,0,0,1,0,0,0,0
671,7450000,18,4,350,7,4,0,1,0,0,0,0,0,1,0,0,0,0
672,2000000,13,5,125,4,2,0,1,0,0,0,0,0,1,0,0,0,0
673,6750000,18,3,300,8,3,0,1,0,0,0,0,0,1,0,0,0,0
